handle,tweet_text,tweet_date,tweet_time,image_urls,cleaned_text,processed_text,tier1_category,detailed_category,locations
NDTV,Indian-Origin Arizona Senator Nominated For Rising Star Award https://ndtv.com/world-news/indian-origin-arizona-senator-nominated-for-rising-star-award-7972914…,2025-03-21,02:24:33,['https://pbs.twimg.com/media/Gmh9ytoaIAAfjSw?format=png&name=900x900'],indianorigin arizona senator nominated for rising star award,indianorigin arizona senator nominated rising star award,Achievement-based,Recognition,[]
NDTV,"Coming up at 8 am on #TheBreakfastShow with 
@divyawadhwa
:

+ Delhi: US Embassy files FIR against fake Visa and Passport agents

+ Trump signs order to begin ""eliminating"" US Education Department",2025-03-21,02:23:03,['https://pbs.twimg.com/ext_tw_video_thumb/1902908353141149697/pu/img/VlNiJ5I-WOKORxob.jpg'],coming up at am on with delhi us embassy files fir against fake visa and passport agents trump signs order to begin eliminating us education department,coming delhi u embassy file fir fake visa passport agent trump sign order begin eliminating u education department,Crime-related,Fraud,[]
NDTV,US Judge Blocks Indian Researcher's Deportation Over Alleged Hamas Ties https://ndtv.com/world-news/badar-khan-suri-deportation-news-us-judge-blocks-indian-researchers-deportation-over-alleged-hamas-ties-7972781…,2025-03-21,02:04:00,['https://pbs.twimg.com/media/Gmh5FscaEAA4S2F?format=png&name=900x900'],us judge blocks indian researchers deportation over alleged hamas ties,u judge block indian researcher deportation alleged hamas tie,Crime-related,Fraud,['US']
NDTV,"With less than two days left for the start of IPL 2025, experts have made their predictions, as far as the playoffs race is concerned.
#IPL2025",2025-03-21,01:52:54,[],with less than two days left for the start of ipl experts have made their predictions as far as the playoffs race is concerned,less two day left start ipl expert made prediction far playoff race concerned,Achievement-based,Milestone,[]
NDTV,World's Glacier Mass Shrank For The Third Consecutive Year In 2024: UN https://ndtv.com/world-news/worlds-glacier-mass-shrank-for-the-third-consecutive-year-in-2024-un-7972746…,2025-03-21,01:40:48,['https://pbs.twimg.com/media/Gmhzx7baUAATIqd?format=png&name=900x900'],worlds glacier mass shrank for the third consecutive year in un,world glacier mass shrank third consecutive year un,Neutral,,[]
NDTV,A family court on Thursday allowed the joint plea filed by cricketer Yuzvendra Chahal and his estranged wife seeking divorce by mutual consent.,2025-03-21,01:43:09,[],a family court on thursday allowed the joint plea filed by cricketer yuzvendra chahal and his estranged wife seeking divorce by mutual consent,family court thursday allowed joint plea filed cricketer yuzvendra chahal estranged wife seeking divorce mutual consent,Neutral,,[]
NDTV,Australia opener Usman Khawaja found himself at the center of a controversy after he 'made himself unavailable' for Queensland's vital clash with South Australia.,2025-03-21,02:00:37,[],australia opener usman khawaja found himself at the center of a controversy after he made himself unavailable for queenslands vital clash with south australia,australia opener usman khawaja found center controversy made unavailable queensland vital clash south australia,Achievement-based,Discovery,"['Australia', 'Queensland', 'South Australia']"
NDTV,Trump Says US To Sign Minerals Deal With Ukraine Soon https://ndtv.com/world-news/trump-says-us-to-sign-minerals-deal-with-ukraine-soon-7972206…,2025-03-21,00:57:53,['https://pbs.twimg.com/media/Gmhp9Q8agAAMUEy?format=png&name=900x900'],trump says us to sign minerals deal with ukraine soon,trump say u sign mineral deal ukraine soon,Achievement-based,Record,['US']
NDTV,"Tejashwi Yadav Slams Nitish Kumar Over His ""Earth Will End In 10 Years"" Remark",2025-03-21,00:31:44,[],tejashwi yadav slams nitish kumar over his earth will end in years remark,tejashwi yadav slam nitish kumar earth end year remark,Achievement-based,Record,[]
NDTV,"86-Year-Old Mumbai Woman Loses Over Rs 20 Crore To ""Digital Arrest"" Fraud https://ndtv.com/india-news/86-year-old-mumbai-woman-loses-over-rs-20-crore-to-digital-arrest-fraud-7966837…",2025-03-20,23:30:00,['https://pbs.twimg.com/media/GmeLbelbYAA1_Jt?format=png&name=900x900'],yearold mumbai woman loses over rs crore to digital arrest fraud,yearold mumbai woman loses r crore digital arrest fraud,Crime-related,Fraud,[]
NDTV,Indiana Teacher Forced Minors To Have Group Sex Wearing Scream Masks https://ndtv.com/world-news/us-indiana-teacher-brittany-fortinberry-forced-minors-to-have-group-sex-wearing-scream-masks-7966648…,2025-03-20,22:30:01,['https://pbs.twimg.com/media/GmeLVjabEAEmo5y?format=png&name=900x900'],indiana teacher forced minors to have group sex wearing scream masks,indiana teacher forced minor group sex wearing scream mask,Crime-related,Assault,['Indiana']
NDTV,"""It Was Beautiful"": Mount Kenya's Glaciers Melting Away https://ndtv.com/world-news/it-was-beautiful-mount-kenyas-glaciers-melting-fast-could-vanish-by-2030-7966070…

#MountKenya",2025-03-20,21:30:00,['https://pbs.twimg.com/media/Gmd9L5Wa8AQQpLJ?format=png&name=900x900'],it was beautiful mount kenyas glaciers melting away,beautiful mount kenya glacier melting away,Achievement-based,Recognition,[]
NDTV,How Holi And Ramadan Unites This Pakistani Desert Town Every Year https://ndtv.com/world-news/in-a-pakistan-desert-town-holi-and-ramadan-come-together-7965361…,2025-03-20,20:30:00,['https://pbs.twimg.com/media/Gmd9Gssa8AE2xjt?format=png&name=900x900'],how holi and ramadan unites this pakistani desert town every year,holi ramadan unites pakistani desert town every year,Achievement-based,Recognition,[]
NDTV,US Happiness Sinks As More Americans Eat Alone: Report https://ndtv.com/world-news/us-happiness-sinks-as-more-americans-eat-alone-report-7965808…,2025-03-20,19:30:00,['https://pbs.twimg.com/media/Gmd9Cc3aMAAKkWU?format=png&name=900x900'],us happiness sinks as more americans eat alone report,u happiness sink american eat alone report,Neutral,,['US']
NDTV,"""Does He Think Muslims Know Only Jihad?"" Omar Abdullah On Opposition Leader

https://ndtv.com/india-news/does-he-think-muslims-know-only-jihad-omar-abdullah-on-jammu-kashmir-opposition-leader-sunil-sharma-7971305…",2025-03-20,18:52:30,['https://pbs.twimg.com/media/GmgWU_LbEAA1m03?format=png&name=900x900'],does he think muslims know only jihad omar abdullah on opposition leader,think muslim know jihad omar abdullah opposition leader,Achievement-based,Recognition,[]
NDTV,"#LeftRightCentre with 
@VishnuNDTV
 | ""Grabbing Breasts Not Attempted Rape"": High Court Shocker, Jurists Seek Supreme Court Intervention 

On the panel: Dr Justice Satish Chandra, 
@NSNappinai
, 
@advkapilsankhla",2025-03-20,18:28:20,['https://pbs.twimg.com/amplify_video_thumb/1902776215704092672/img/D-MPltNd-w8cmoqC.jpg'],with grabbing breasts not attempted rape high court shocker jurists seek supreme court intervention on the panel dr justice satish chandra,grabbing breast attempted rape high court shocker jurist seek supreme court intervention panel dr justice satish chandra,Crime-related,Assault,[]
NDTV,"#LeftRightCentre with 
@VishnuNDTV
 | 'Block This Tweet': X & Govt Lock Horns 

On the panel: 
@jiten_jain
, Shreya Singhal, 
@nandan_misra
, Mishi Chaudhary, 
@mukesh_one",2025-03-20,18:24:07,['https://pbs.twimg.com/amplify_video_thumb/1902776215821488129/img/w9ck1DYEwGXoQhD3.jpg'],with block this tweet x govt lock horns on the panel shreya singhal mishi chaudhary,block tweet x govt lock horn panel shreya singhal mishi chaudhary,Crime-related,Fraud,[]
NDTV,"Istanbul Protests After Mayor Ekrem Imamoglu's Arrest 

NDTV's 
@KediaRiddhima
 break down the crisis, the public outrage, and the international response",2025-03-20,18:16:49,['https://pbs.twimg.com/amplify_video_thumb/1902776065795428354/img/YjRdq1FbQ-W9drMH.jpg'],istanbul protests after mayor ekrem imamoglus arrest ndtvs break down the crisis the public outrage and the international response,istanbul protest mayor ekrem imamoglus arrest ndtvs break crisis public outrage international response,Crime-related,Assault,['Istanbul']
NDTV,"""MLA Supplied Weapons,"" Says Meitei Body In Manipur's Jiribam, Seeks Probe

https://ndtv.com/india-news/manipur-mla-accused-of-supplying-weapons-to-miscreants-7970761…",2025-03-20,18:05:52,['https://pbs.twimg.com/media/GmgLp0ibYAAsr5N?format=png&name=900x900'],mla supplied weapons says meitei body in manipurs jiribam seeks probe,mla supplied weapon say meitei body manipur jiribam seek probe,Crime-related,Assault,['Jiribam']
NDTV,"Lalu, Tejashwi Yadav Accuse Nitish Kumar Of Insulting Anthem, Ally Reacts

https://ndtv.com/india-news/lalu-yadav-tejashwi-yadav-accuse-nitish-kumar-of-insulting-national-anthem-ally-reacts-7971135…",2025-03-20,17:43:49,['https://pbs.twimg.com/media/GmgGm2paEAAk_jo?format=png&name=900x900'],lalu tejashwi yadav accuse nitish kumar of insulting anthem ally reacts,lalu tejashwi yadav accuse nitish kumar insulting anthem ally reacts,Achievement-based,Recognition,[]
NDTV,"PM Modi Urges Gujarat's Community To Adopt Natural Farming, Contribute To Viksit Bharat

https://ndtv.com/india-news/pm-modi-urges-gujarats-bharwad-community-to-adopt-natural-farming-contribute-to-viksit-bharat-7970824…",2025-03-20,17:43:16,['https://pbs.twimg.com/media/GmgGefuaEAQw5yS?format=png&name=900x900'],pm modi urges gujarats community to adopt natural farming contribute to viksit bharat,pm modi urge gujarat community adopt natural farming contribute viksit bharat,Achievement-based,Record,['Gujarat']
NDTV,"Rushikonda Project Symbolises Growth, Not Extravagance: Senior YSRCP Leader

https://ndtv.com/india-news/rushikonda-project-symbolises-growth-not-extravagance-senior-ysrcp-leader-7970914…",2025-03-20,17:40:28,['https://pbs.twimg.com/media/GmgF1aGaEAI-_Ix?format=png&name=900x900'],rushikonda project symbolises growth not extravagance senior ysrcp leader,rushikonda project symbolises growth extravagance senior ysrcp leader,Achievement-based,Innovation,[]
NDTV,"France Cancels Order For Modern 'Beauty And The Beast' For Schoolchildren

https://ndtv.com/world-news/france-cancels-order-for-modern-beauty-and-the-beast-for-schoolchildren-7970659…",2025-03-20,17:04:03,['https://pbs.twimg.com/media/Gmf9gXGaEAIP8Jt?format=png&name=small'],france cancels order for modern beauty and the beast for schoolchildren,france cancel order modern beauty beast schoolchildren,Achievement-based,Record,[]
NDTV,"#IndiaGlobal with 
@GaurieD
 | Israel Resumes Ground Offensive In Gaza, Will There Be A Phase 2 Of The Gaza Truce? 

On the panel: 
@jamesmdorsey
 and 
@Gil_Hoffman",2025-03-20,17:27:25,['https://pbs.twimg.com/amplify_video_thumb/1902757532483125248/img/E7hYQ5QNE5Jd9UYa.jpg'],with israel resumes ground offensive in gaza will there be a phase of the gaza truce on the panel and,israel resume ground offensive gaza phase gaza truce panel,Crime-related,Assault,['Gaza']
NDTV,"#IndiaGlobal with 
@GaurieD
 | India, Canada Resume Talks To Reset Ties, Looking To Appoint New Envoys: Reports

Virendra Gupta, Former Ambassador, shares his views",2025-03-20,17:28:59,['https://pbs.twimg.com/amplify_video_thumb/1902757533074567169/img/qRnChEr_4SQHmaaB.jpg'],with india canada resume talks to reset ties looking to appoint new envoys reports virendra gupta former ambassador shares his views,india canada resume talk reset tie looking appoint new envoy report virendra gupta former ambassador share view,Neutral,,"['India', 'Canada']"
NDTV,"""All The Players..."": BCCI Secretary Devajit Saikia Reiterates Board's Crucial Guideline 

#BCCI",2025-03-20,17:29:56,[],all the players bcci secretary devajit saikia reiterates boards crucial guideline,player bcci secretary devajit saikia reiterates board crucial guideline,Neutral,,[]
NDTV,"#IndiaGlobal with 
@GaurieD
 | Trump Eyes Zaphorizhhzia Power Plant, Proposes US Could Operate Nuclear Power Plant 

NDTV's 
@DishhaBagchi
 shares more details

On the panel: Edward P. Joseph and 
@OTregub",2025-03-20,17:33:00,['https://pbs.twimg.com/amplify_video_thumb/1902757532499955712/img/OVScl370GoTpydgW.jpg'],with trump eyes zaphorizhhzia power plant proposes us could operate nuclear power plant ndtvs shares more details on the panel edward p joseph and,trump eye zaphorizhhzia power plant proposes u could operate nuclear power plant ndtvs share detail panel edward p joseph,Achievement-based,Recognition,[]
NDTV,"#IndiaGlobal with 
@GaurieD
 | Canada To Dissolve Parliament On March 23: Reports 

NDTV's 
@DishhaBagchi
 brings this report",2025-03-20,17:34:17,['https://pbs.twimg.com/amplify_video_thumb/1902757534316060672/img/pyltRnRK2AYoxJFO.jpg'],with canada to dissolve parliament on march reports ndtvs brings this report,canada dissolve parliament march report ndtvs brings report,Neutral,,['Canada']
NDTV,Shops To Be Allowed To Remain Open 24 Hours In Assam's Guwahati,2025-03-20,17:35:03,[],shops to be allowed to remain open hours in assams guwahati,shop allowed remain open hour assam guwahati,Neutral,,[]
NDTV,"#TheSouthernView with 
@TMVRaghav
 | TN Vs ED, TASMAC Battle In Madras High Court 

On the panel: 
@saravofcl
 and 
@narayanantbjp",2025-03-20,16:06:08,['https://pbs.twimg.com/amplify_video_thumb/1902746295422660608/img/_NJivtUZ3LW2Jv2o.jpg'],with tn vs ed tasmac battle in madras high court on the panel and,tn v ed tasmac battle madras high court panel,Achievement-based,Record,[]
NDTV,"Bengal Government Transfers Doctor Involved In RG Kar Protests

https://ndtv.com/india-news/bengal-government-transfers-doctor-subarna-goswami-involved-in-rg-kar-protests-7970033…",2025-03-20,15:54:29,['https://pbs.twimg.com/media/GmftlPTa8AA4KJd?format=png&name=900x900'],bengal government transfers doctor involved in rg kar protests,bengal government transfer doctor involved rg kar protest,Crime-related,Fraud,[]
NDTV,"Speaker Applies Rule 349 To Disallow Opposition Members From Wearing Slogan T-Shirts

https://ndtv.com/india-news/lok-sabha-speaker-applies-rule-349-to-disallow-opposition-members-from-wearing-slogan-t-shirts-7969939…",2025-03-20,15:54:09,['https://pbs.twimg.com/media/GmftgW9acAAe_6l?format=png&name=900x900'],speaker applies rule to disallow opposition members from wearing slogan tshirts,speaker applies rule disallow opposition member wearing slogan tshirts,Neutral,,[]
